C1,C2
703,10
704,9
705,13
706,17
707,13
708,14
709,8
710,17
711,6
712,14
713,15
714,12
715,8
716,15
717,8
718,7
719,10
720,16
721,6
722,13
723,8
724,16
725,9
726,6
727,5
728,18
729,10
730,12
731,10
732,10
733,10
734,12
735,10
736,12
737,12
738,15
739,14
740,15
741,9
742,16
743,19
744,11
745,16
746,13
747,8
748,4
749,11
750,9
751,8
752,6
753,8
754,9
755,8
756,13
757,16
758,17
759,7
760,14
761,10
762,7
763,6
764,23
765,16
766,12
767,10
768,11
769,9
770,10
771,7
772,7
773,17
774,10
775,10
776,9
777,7
778,10
779,9
780,11
781,8
782,13
783,13
784,13
785,23
786,15
787,12
788,13
789,10
790,14
791,9
792,10
793,16
794,14
795,9
796,11
797,15
798,11
799,6
800,10
801,7
802,11
803,15
804,7
805,14
806,17
807,15
808,11
809,11
810,9
811,8
812,15
813,8
814,8
815,6
816,9
817,12
818,6
819,6
820,12
821,12
822,12
823,9
824,8
825,7
826,9
827,10
828,11
829,8
830,8
831,4
832,7
833,12
834,13
835,12
836,10
837,15
838,13
839,9
840,12
841,11
842,9
843,12
844,8
845,11
846,10
847,14
848,13
849,11
850,10
851,9
852,15
853,16
854,14
855,12
856,11
857,15
858,10
859,12
860,15
861,8
862,10
863,10
864,11
865,9
866,9
867,20
868,14
869,11
870,7
871,10
872,6
873,12
874,12
875,10
876,15
877,8
878,11
879,12
880,9
881,9
882,8
883,11
884,11
885,17
886,11
887,6
888,7
889,14
890,6
891,6
892,9
893,7
894,9
895,10
896,12
897,9
898,14
899,10
900,13
901,11
902,9
903,13
904,5
905,7
906,11
907,14
908,10
909,13
910,11
911,8
912,10
913,10
914,8
915,11
916,10
917,11
918,7
919,10
920,8
921,6
922,7
923,7
924,8
925,9
926,18
927,7
928,9
929,10
930,8
931,14
932,11
933,15
934,9
935,11
936,8
937,11
938,8
939,18
940,11
941,10
942,10
943,8
944,9
945,13
946,12
947,9
948,4
949,9
950,8
951,13
952,9
953,11
954,6
955,6
956,7
957,8
958,11
959,7
960,8
961,5
962,15
963,12
964,7
965,8
966,13
967,7
968,7
969,13
970,10
971,10
972,12
973,8
974,11
975,7
976,11
977,3
978,9
979,7
980,13
981,16
982,7
983,11
984,9
985,14
986,8
987,7
988,13
989,10
990,7
991,10
992,11
993,8
994,7
995,6
996,13
997,7
998,9
999,6
1000,3
1001,10
1002,11
1003,14
1004,9
1005,21
1006,14
1007,8
1008,8
1009,7
1010,4
1011,11
1012,8
1013,10
1014,12
1015,5
1016,9
1017,13
1018,10
1019,7
1020,7
1021,8
1022,11
1023,11
1024,12
1025,12
1026,6
1027,9
1028,13
1029,13
1030,11
1031,13
1032,6
1033,4
1034,11
1035,10
1036,10
1037,10
1038,18
1039,8
1040,8
1041,12
1042,3
1043,11
1044,7
1045,5
1046,7
1047,9
1048,11
1049,11
1050,16
1051,14
1052,16
1053,8
1054,10
1055,8
1056,12
1057,11
1058,7
1059,8
1060,7
1061,6
1062,12
1063,8
1064,11
1065,4
1066,11
1067,8
1068,11
1069,11
1070,7
1071,12
1072,9
1073,12
1074,12
1075,8
1076,6
1077,15
1078,15
1079,10
1080,14
1081,12
1082,3
1083,12
1084,14
1085,7
1086,11
1087,12
1088,6
1089,13
1090,10
1091,7
1092,6
1093,11
1094,9
1095,10
1096,13
1097,3
1098,12
1099,11
1100,9
1101,13
1102,13
1103,9
1104,13
1105,5
1106,13
1107,12
1108,11
1109,8
1110,12
1111,15
1112,10
1113,8
1114,14
1115,9
1116,6
1117,7
1118,11
1119,7
1120,9
1121,11
1122,11
1123,6
1124,10
1125,11
1126,12
1127,5
1128,7
1129,7
1130,8
1131,5
1132,6
1133,10
1134,9
1135,17
1136,5
1137,10
1138,7
1139,9
1140,10
1141,10
1142,6
1143,8
1144,8
1145,7
1146,7
1147,9
1148,12
1149,8
1150,9
1151,6
1152,10
1153,9
1154,11
1155,12
1156,11
1157,7
1158,13
1159,11
1160,7
1161,4
1162,7
1163,9
1164,11
1165,7
1166,5
1167,9
1168,13
1169,8
1170,13
1171,11
1172,5
1173,7
1174,8
1175,14
1176,7
1177,9
1178,5
1179,8
1180,9
1181,11
1182,10
1183,11
1184,6
1185,5
1186,7
1187,8
1188,5
1189,12
1190,10
1191,8
1192,7
1193,8
1194,11
1195,10
1196,6
1197,11
1198,9
1199,9
1200,9
1201,10
1202,5
1203,7
1204,10
1205,9
1206,6
1207,10
1208,3
1209,8
1210,16
1211,11
1212,9
1213,5
1214,16
1215,6
1216,10
1217,13
1218,6
1219,13
1220,8
1221,8
1222,9
1223,8
1224,12
1225,7
1226,12
1227,5
1228,8
1229,8
1230,9
1231,6
1232,9
1233,10
1234,10
1235,5
1236,7
1237,8
1238,7
1239,7
1240,5
1241,6
1242,11
1243,14
1244,9
1245,12
1246,5
1247,5
1248,5
1249,5
1250,12
1251,6
1252,6
1253,12
1254,6
1255,5
1256,4
1257,9
1258,12
1259,4
1260,10
1261,4
1262,15
1263,14
1264,6
1265,6
1266,5
1267,11
1268,13
1269,9
1270,6
1271,11
1272,7
1273,12
1274,10
1275,8
1276,13
1277,13
1278,11
1279,10
1280,9
1281,7
1282,8
1283,12
1284,6
1285,8
1286,6
1287,6
1288,8
1289,7
1290,6
1291,11
1292,9
1293,7
1294,9
1295,8
1296,8
1297,16
1298,6
1299,11
1300,8
1301,12
1302,5
1303,8
1304,11
1305,11
1306,12
1307,10
1308,6
1309,10
1310,3
1311,7
1312,6
1313,11
1314,7
1315,8
1316,8
1317,10
1318,7
1319,7
1320,6
1321,6
1322,7
1323,4
1324,8
1325,7
1326,12
1327,8
1328,10
1329,6
1330,10
1331,5
1332,3
1333,7
1334,10
1335,6
1336,5
1337,12
1338,7
1339,15
1340,13
1341,7
1342,6
1343,6
1344,9
1345,11
1346,6
1347,5
1348,6
1349,11
1350,5
1351,8
1352,13
1353,11
1354,11
1355,6
1356,14
1357,7
1358,12
1359,7
1360,6
1361,9
1362,8
1363,5
1364,8
1365,10
1366,8
1367,11
1368,13
1369,11
1370,3
1371,5
1372,4
1373,6
1374,4
1375,6
1376,6
1377,7
1378,6
1379,11
1380,3
1381,4
1382,14
1383,2
1384,9
1385,2
1386,6
1387,3
1388,13
1389,4
1390,7
1391,7
1392,5
1393,6
1394,10
1395,12
1396,8
1397,10
1398,6
1399,6
1400,5
1401,5
1402,8
1403,7
1404,12
1405,7
1406,3
1407,8
1408,5
1409,8
1410,11
1411,8
1412,9
1413,5
1414,10
1415,7
1416,6
1417,4
1418,6
1419,3
1420,5
1421,9
1422,9
1423,8
1424,6
1425,10
1426,15
1427,11
1428,14
1429,10
1430,9
1431,8
1432,10
1433,4
1434,14
1435,4
1436,5
1437,7
1438,13
1439,10
1440,7
1441,8
1442,9
1443,9
1444,11
1445,8
1446,12
1447,9
1448,11
1449,8
1450,7
1451,13
1452,12
1453,12
1454,6
1455,4
1456,11
1457,6
1458,7
1459,7
1460,12
1461,7
1462,7
1463,8
1464,8
1465,12
1466,14
1467,4
1468,3
1469,8
1470,13
1471,10
1472,6
1473,7
1474,3
1475,7
1476,4
1477,6
1478,4
1479,8
1480,5
1481,5
1482,10
1483,6
1484,8
1485,9
1486,5
1487,4
1488,15
1489,8
1490,9
1491,9
1492,10
1493,2
1494,7
1495,9
1496,12
1497,9
1498,6
1499,7
1500,8
1501,8
1502,4
1503,10
1504,6
1505,10
1506,8
1507,8
1508,7
1509,11
1510,11
1511,6
1512,8
1513,8
1514,13
1515,10
1516,10
1517,11
1518,14
1519,8
1520,8
1521,5
1522,14
1523,9
1524,5
1525,4
1526,1
1527,11
1528,9
1529,10
1530,10
1531,8
1532,6
1533,13
1534,9
1535,6
1536,5
1537,15
1538,10
1539,6
1540,8
1541,6
1542,10
1543,9
1544,11
1545,7
1546,8
1547,7
1548,7
1549,11
1550,13
1551,10
1552,5
1553,7
1554,9
1555,3
1556,8
1557,3
1558,8
1559,7
1560,4
1561,8
1562,9
1563,7
1564,4
1565,3
1566,8
1567,6
1568,8
1569,6
1570,5
1571,6
1572,3
1573,6
1574,6
1575,5
1576,8
1577,6
1578,10
1579,10
1580,15
1581,7
1582,10
1583,8
1584,9
1585,7
1586,12
1587,3
1588,9
1589,8
1590,3
1591,4
1592,4
1593,8
1594,14
1595,6
1596,7
1597,7
1598,12
1599,6
1600,4
1601,6
1602,9
1603,6
1604,2
1605,11
1606,5
1607,4
1608,7
1609,6
1610,6
1611,12
1612,7
1613,4
1614,8
1615,5
1616,4
1617,3
1618,6
1619,10
1620,8
1621,8
1622,8
1623,6
1624,4
1625,9
1626,9
1627,7
1628,4
1629,7
1630,7
1631,7
1632,11
1633,8
1634,6
1635,3
1636,5
1637,8
1638,6
1639,5
1640,5
1641,7
1642,5
1643,11
1644,4
1645,10
1646,10
1647,7
1648,4
1649,5
1650,5
1651,6
1652,2
1653,6
1654,5
1655,4
1656,9
1657,8
1658,5
1659,7
1660,10
1661,7
1662,10
1663,7
1664,8
1665,8
1666,2
1667,3
1668,3
1669,11
1670,8
1671,5
1672,6
1673,8
1674,6
1675,6
1676,6
1677,10
1678,6
1679,11
1680,9
1681,8
1682,7
1683,6
1684,11
1685,7
1686,9
1687,3
1688,10
1689,11
1690,5
1691,10
1692,3
1693,5
1694,4
1695,11
1696,10
1697,5
1698,3
1699,7
1700,8
1701,7
1702,4
1703,5
1704,6
1705,7
1706,9
1707,4
1708,5
1709,4
1710,4
1711,7
1712,6
1713,4
1714,5
1715,8
1716,1
1717,6
1718,6
1719,10
1720,5
1721,4
1722,5
1723,7
1724,8
1725,8
1726,5
1727,6
1728,6
1729,8
1730,8
1731,2
1732,6
1733,6
1734,5
1735,4
1736,7
1737,7
1738,3
1739,4
1740,5
1741,5
1742,9
1743,3
1744,5
1745,7
1746,6
1747,3
1748,4
1749,8
1750,4
1751,7
1752,4
1753,8
1754,4
1755,4
1756,4
1757,10
1758,4
1759,6
1760,8
1761,5
1762,7
1763,14
1764,5
1765,6
1766,6
1767,6
1768,9
1769,3
1770,13
1771,9
1772,5
1773,7
1774,7
1775,6
1776,5
1777,7
1778,7
1779,6
1780,5
1781,6
1782,5
1783,4
1784,2
1785,5
1786,7
1787,6
1788,5
1789,6
1790,3
1791,4
1792,4
1793,6
1794,12
1795,5
1796,7
1797,8
1798,4
1799,5
1800,8
1801,6
1802,8
1803,8
1804,9
1806,6
1807,7
1808,8
1809,3
1810,6
1811,5
1812,7
1813,4
1814,6
1815,3
1816,7
1817,10
1818,5
1819,7
1820,4
1821,10
1822,2
1823,3
1824,4
1825,7
1826,4
1827,7
1828,9
1829,5
1830,9
1831,9
1832,3
1833,6
1834,4
1835,4
1836,8
1837,2
1838,4
1839,2
1840,3
1841,5
1842,10
1843,1
1844,6
1845,6
1846,6
1847,6
1848,7
1849,9
1850,1
1851,4
1852,6
1853,8
1854,5
1855,7
1856,7
1857,7
1858,4
1859,5
1860,9
1861,5
1862,7
1863,8
1864,8
1865,3
1866,6
1867,5
1868,10
1869,5
1870,4
1871,2
1872,7
1873,5
1874,5
1875,5
1876,2
1877,5
1878,4
1879,6
1880,4
1881,8
1882,8
1883,4
1884,4
1885,9
1886,1
1887,8
1888,5
1889,7
1890,8
1891,4
1892,4
1893,3
1894,2
1895,8
1896,5
1897,5
1898,3
1899,6
1900,4
1901,4
1902,2
1903,7
1904,5
1905,3
1906,3
1907,3
1908,6
1909,7
1911,11
1912,4
1913,7
1914,9
1915,7
1916,5
1917,5
1918,7
1919,6
1920,7
1921,5
1922,4
1923,7
1924,4
1925,5
1926,1
1927,4
1928,6
1929,7
1930,6
1931,4
1932,8
1933,8
1934,2
1935,2
1936,7
1937,5
1938,5
1939,4
1940,4
1941,5
1942,7
1943,1
1944,11
1945,3
1946,3
1947,6
1948,7
1949,1
1950,1
1951,9
1952,5
1953,6
1954,5
1955,12
1956,4
1957,5
1958,5
1959,5
1960,10
1961,9
1963,5
1964,4
1965,5
1966,7
1967,4
1968,6
1969,7
1970,4
1971,2
1972,5
1973,1
1974,5
1975,6
1976,9
1977,8
1978,5
1979,7
1980,7
1981,5
1982,5
1983,2
1984,7
1985,2
1986,5
1987,3
1988,1
1989,1
1990,1
1991,5
1992,7
1993,4
1994,7
1995,8
1996,7
1998,4
1999,6
2000,3
2001,4
2002,9
2003,5
2004,8
2005,5
2006,3
2007,6
2008,3
2009,4
2010,4
2011,5
2012,3
2013,5
2014,6
2015,2
2016,4
2017,4
2018,6
2019,5
2020,9
2021,1
2022,8
2023,6
2024,3
2025,4
2026,7
2027,2
2028,1
2029,7
2030,1
2031,6
2032,2
2033,7
2034,6
2035,4
2036,5
2037,5
2038,5
2039,2
2040,2
2041,3
2042,5
2044,5
2045,3
2046,10
2047,6
2048,4
2049,4
2050,3
2051,2
2052,4
2053,3
2054,10
2055,5
2056,2
2057,2
2058,2
2059,5
2060,7
2061,2
2062,4
2063,4
2064,6
2065,5
2066,3
2067,6
2068,4
2069,2
2070,6
2071,5
2072,5
2073,7
2074,6
2075,5
2076,3
2077,2
2078,7
2079,5
2080,6
2081,5
2082,2
2083,8
2084,5
2085,6
2086,6
2087,1
2088,6
2089,6
2090,4
2091,2
2092,2
2093,3
2094,7
2095,7
2096,6
2097,6
2098,6
2099,4
2100,7
2101,6
2102,4
2103,9
2104,4
2105,2
2106,6
2107,5
2108,8
2109,3
2110,5
2111,6
2112,4
2113,6
2114,5
2115,8
2116,6
2117,4
2118,2
2119,3
2120,4
2121,2
2122,7
2123,4
2124,4
2125,3
2126,2
2127,6
2128,6
2129,6
2130,6
2131,2
2132,6
2133,1
2134,4
2135,6
2136,2
2137,5
2138,4
2139,3
2140,5
2141,10
2142,1
2143,7
2144,4
2145,2
2146,9
2147,3
2148,8
2149,8
2150,5
2151,4
2152,8
2153,3
2154,3
2155,2
2156,5
2157,5
2158,3
2159,1
2160,4
2161,7
2162,8
2163,2
2164,3
2165,4
2166,2
2167,3
2168,5
2169,5
2170,5
2171,6
2172,4
2173,1
2174,2
2175,7
2176,5
2177,5
2178,4
2179,8
2180,2
2181,8
2182,4
2183,5
2184,3
2185,4
2186,5
2187,5
2188,8
2189,4
2190,4
2191,4
2192,5
2193,6
2194,2
2195,2
2196,7
2197,4
2198,2
2199,4
2200,8
2201,2
2202,2
2203,4
2204,6
2205,4
2206,3
2207,2
2208,3
2209,2
2210,6
2211,1
2212,3
2213,2
2214,3
2215,4
2216,5
2217,5
2218,3
2219,4
2220,6
2221,2
2222,4
2223,5
2224,2
2225,5
2226,4
2227,5
2228,4
2229,3
2230,7
2231,5
2232,1
2233,4
2234,5
2235,2
2236,4
2237,4
2238,3
2239,4
2240,4
2241,2
2242,3
2243,5
2244,4
2245,2
2246,1
2247,3
2248,4
2249,4
2250,3
2251,3
2252,5
2253,6
2254,4
2255,3
2256,5
2258,3
2259,5
2260,7
2261,3
2262,7
2263,5
2264,5
2265,4
2266,3
2267,2
2268,1
2269,3
2270,4
2271,4
2272,2
2273,5
2274,5
2275,2
2276,3
2277,6
2278,6
2279,4
2280,2
2281,6
2282,5
2283,6
2284,6
2285,5
2286,8
2287,5
2288,4
2289,8
2290,5
2291,4
2292,6
2293,1
2294,6
2295,3
2296,8
2297,2
2298,5
2299,3
2300,4
2301,2
2302,4
2303,3
2304,3
2305,3
2306,3
2307,4
2308,3
2309,3
2310,6
2311,9
2312,1
2313,4
2314,1
2315,5
2316,2
2317,2
2318,5
2319,2
2320,3
2321,5
2322,8
2323,1
2324,4
2325,2
2326,5
2327,5
2328,3
2329,6
2330,3
2331,4
2332,1
2333,2
2334,3
2335,1
2336,3
2337,3
2338,3
2339,3
2340,3
2341,1
2342,7
2343,5
2344,2
2345,2
2346,5
2347,4
2348,2
2349,6
2350,4
2351,1
2352,1
2353,3
2354,5
2355,4
2356,2
2357,2
2358,4
2359,4
2360,1
2361,4
2362,5
2363,5
2364,4
2365,3
2366,2
2367,2
2368,7
2369,4
2370,1
2371,4
2372,1
2373,2
2374,5
2375,3
2376,3
2377,2
2378,3
2379,2
2380,2
2381,8
2382,1
2383,4
2384,4
2385,3
2386,2
2387,2
2388,4
2389,2
2391,3
2392,5
2393,8
2394,1
2395,3
2396,7
2397,1
2398,3
2399,4
2400,2
2401,2
2402,1
2403,8
2404,8
2405,5
2406,6
2407,3
2408,7
2409,6
2410,5
2411,1
2412,3
2413,4
2414,4
2415,6
2416,7
2417,4
2418,4
2419,5
2420,4
2421,2
2422,5
2423,3
2424,1
2425,4
2426,2
2427,4
2428,2
2429,3
2430,2
2431,5
2432,3
2433,4
2434,2
2435,3
2436,8
2437,1
2438,3
2439,4
2440,7
2441,7
2442,6
2443,6
2444,2
2445,4
2446,3
2447,8
2448,2
2449,2
2450,2
2451,2
2452,3
2453,3
2454,5
2455,8
2456,4
2458,2
2459,4
2460,2
2461,4
2462,4
2463,1
2464,4
2465,1
2466,5
2467,2
2468,7
2470,2
2471,4
2472,1
2473,3
2474,3
2475,4
2476,5
2477,1
2478,3
2479,3
2480,3
2481,9
2482,3
2483,4
2484,3
2485,2
2486,4
2488,3
2489,1
2490,1
2491,3
2492,1
2493,4
2494,1
2495,2
2496,3
2497,4
2498,4
2499,5
2500,3
2501,4
2502,2
2505,5
2506,2
2507,3
2508,4
2509,6
2510,3
2511,1
2513,1
2514,1
2515,1
2516,2
2517,1
2518,2
2519,4
2520,3
2521,4
2522,3
2523,1
2524,3
2525,3
2526,2
2527,3
2528,6
2529,2
2530,2
2531,3
2532,3
2533,2
2534,3
2535,2
2536,3
2537,2
2538,5
2539,3
2540,2
2541,2
2543,7
2544,4
2545,2
2546,3
2548,3
2549,2
2550,2
2551,4
2552,3
2553,3
2554,7
2555,2
2556,3
2557,2
2558,5
2559,2
2560,2
2561,2
2562,1
2563,1
2564,7
2565,1
2566,4
2567,3
2568,4
2569,1
2570,2
2571,2
2572,2
2574,3
2575,3
2576,2
2577,4
2578,2
2579,4
2580,2
2581,4
2582,2
2583,2
2584,4
2585,2
2586,2
2588,1
2589,2
2590,5
2591,2
2592,3
2593,6
2594,1
2595,5
2596,2
2597,1
2598,1
2599,4
2600,2
2602,1
2603,2
2604,2
2605,3
2606,5
2607,3
2608,2
2609,4
2610,1
2611,2
2612,4
2613,3
2614,2
2615,4
2616,3
2617,1
2618,3
2619,3
2620,4
2621,1
2622,2
2623,1
2624,3
2625,4
2626,4
2627,2
2628,5
2629,4
2630,2
2631,1
2632,2
2633,3
2634,4
2635,4
2636,1
2637,1
2638,3
2639,1
2640,2
2642,1
2643,2
2645,6
2646,3
2647,3
2648,4
2649,1
2650,1
2651,1
2652,3
2654,5
2655,1
2656,3
2657,1
2658,4
2659,4
2660,2
2661,4
2662,2
2663,3
2664,1
2665,4
2666,3
2667,5
2668,3
2669,1
2670,4
2671,3
2672,3
2673,2
2674,2
2675,1
2676,4
2677,2
2678,4
2679,1
2680,3
2682,1
2683,4
2684,3
2685,1
2686,1
2687,1
2688,3
2689,1
2690,3
2691,2
2692,2
2693,2
2694,1
2695,1
2696,1
2697,1
2699,2
2700,5
2701,2
2702,3
2703,3
2704,2
2705,1
2706,4
2707,2
2709,2
2710,1
2711,1
2712,2
2713,1
2715,2
2716,3
2717,2
2718,2
2719,4
2720,3
2721,2
2722,1
2723,1
2724,2
2725,4
2726,2
2727,3
2728,3
2729,3
2730,2
2731,2
2732,3
2733,1
2734,4
2735,3
2737,4
2739,4
2740,4
2741,5
2742,1
2743,4
2744,1
2745,2
2746,2
2747,4
2748,3
2749,2
2750,1
2752,2
2753,1
2754,1
2756,3
2757,1
2758,1
2759,2
2760,3
2761,1
2763,1
2764,3
2765,3
2766,1
2767,4
2768,1
2769,3
2770,5
2771,3
2772,3
2773,1
2774,1
2775,1
2776,2
2777,1
2779,3
2780,3
2781,2
2783,3
2784,2
2786,1
2787,2
2788,3
2789,6
2790,2
2791,3
2792,5
2793,4
2794,4
2795,2
2796,1
2797,2
2798,2
2800,1
2801,3
2802,1
2803,2
2804,4
2805,1
2806,2
2807,3
2809,2
2810,3
2811,3
2812,1
2814,2
2815,2
2816,3
2817,3
2818,3
2819,2
2821,2
2822,3
2823,3
2824,3
2825,2
2826,1
2827,2
2828,1
2829,1
2830,1
2831,1
2832,1
2833,1
2834,5
2835,2
2836,2
2837,2
2838,3
2839,3
2840,1
2841,3
2842,1
2843,1
2844,1
2845,2
2846,3
2847,1
2848,1
2850,1
2851,2
2852,1
2855,2
2856,3
2857,2
2858,2
2859,2
2860,3
2861,2
2863,2
2864,2
2865,2
2866,3
2867,1
2868,2
2869,2
2870,1
2871,3
2873,1
2874,2
2875,2
2876,2
2877,2
2878,3
2880,2
2883,1
2884,3
2885,3
2886,2
2887,1
2888,2
2889,2
2890,4
2891,1
2893,4
2894,1
2895,3
2896,2
2898,1
2899,1
2900,3
2901,2
2902,4
2903,1
2906,2
2907,4
2909,1
2910,1
2911,1
2912,2
2913,2
2914,2
2915,1
2916,1
2917,2
2918,1
2919,1
2920,3
2922,1
2923,3
2924,4
2925,1
2927,2
2928,1
2929,3
2930,1
2932,2
2934,2
2935,2
2936,4
2938,3
2939,1
2940,1
2941,2
2942,2
2943,1
2944,1
2945,1
2946,1
2948,3
2949,4
2950,5
2952,2
2954,2
2955,1
2956,1
2957,5
2958,2
2959,3
2960,4
2961,1
2964,3
2965,4
2966,2
2967,1
2968,3
2969,2
2970,1
2971,2
2973,2
2976,1
2978,2
2980,1
2982,1
2983,3
2984,2
2985,2
2986,1
2987,3
2990,1
2993,1
2995,4
2997,2
2998,2
2999,4
3003,2
3004,1
3006,1
3007,3
3008,1
3009,2
3010,3
3012,1
3013,1
3014,5
3015,1
3016,4
3018,1
3019,2
3020,2
3022,1
3023,3
3024,1
3025,1
3026,3
3029,4
3030,1
3031,1
3032,1
3033,3
3034,1
3035,3
3037,2
3038,1
3039,2
3040,1
3042,1
3043,2
3048,2
3049,3
3051,5
3053,1
3054,1
3055,3
3056,1
3057,1
3058,2
3059,1
3061,1
3062,2
3063,1
3064,1
3065,1
3066,4
3067,1
3070,2
3071,1
3072,1
3073,2
3074,1
3079,2
3081,3
3082,1
3083,1
3084,1
3086,1
3088,1
3089,1
3090,2
3092,1
3093,2
3094,1
3095,2
3096,1
